query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|WP_001985623.1|ARO:3004578|Abau_AbuO,gb|AAO42740.1|ARO:3007123|tet(O/W/O),32.075,lt_40,antibiotic efflux,antibiotic target protection,0
gb|AAL05553.1|ARO:3003206|lsaE_mut15_1,gb|AXF35727.1|ARO:3005121|lsaD,37.052,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAL05553.1|ARO:3003206|lsaE_mut30_1,gb|AXF35727.1|ARO:3005121|lsaD,30.444,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAL05553.1|ARO:3003206|lsaE_mut45_1,gb|AXF35727.1|ARO:3005121|lsaD,23.505,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABX72042.1|ARO:3002727|QnrB13_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,88.053,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABX72042.1|ARO:3002727|QnrB13_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,67.857,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABX72042.1|ARO:3002727|QnrB13_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,59.556,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABX72042.1|ARO:3002727|QnrB13_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,50.679,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00458.1|ARO:3002751|QnrB36_mut15_1,gb|AKO62870.1|ARO:3003190|QnrB78,84.112,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEL00458.1|ARO:3002751|QnrB36_mut30_1,gb|AKO62870.1|ARO:3003190|QnrB78,65.421,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00458.1|ARO:3002751|QnrB36_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,52.336,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00458.1|ARO:3002751|QnrB36_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,38.028,lt_40,antibiotic target protection,antibiotic target protection,1
gb|CCI51002.2|ARO:3002767|QnrB54_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,80.374,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|CCI51002.2|ARO:3002767|QnrB54_mut30_1,gb|AKO62870.1|ARO:3003190|QnrB78,70.093,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|CCI51002.2|ARO:3002767|QnrB54_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,58.685,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACS71747.1|ARO:3002738|QnrB23_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,84.889,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ACS71747.1|ARO:3002738|QnrB23_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,71.681,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ACS71747.1|ARO:3002738|QnrB23_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,53.778,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACS71747.1|ARO:3002738|QnrB23_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,37.054,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABO93588.1|ARO:3002715|QnrB2_mut15_1,gb|AKO62870.1|ARO:3003190|QnrB78,80.374,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABO93588.1|ARO:3002715|QnrB2_mut30_1,gb|AKO62870.1|ARO:3003190|QnrB78,67.757,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABO93588.1|ARO:3002715|QnrB2_mut45_1,gb|AKI82195.1|ARO:3003187|QnrB75,48.341,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABO93588.1|ARO:3002715|QnrB2_mut60_1,gb|AKO62870.1|ARO:3003190|QnrB78,44.444,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADI46626.1|ARO:3002739|QnrB24_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,85.398,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ADI46626.1|ARO:3002739|QnrB24_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,69.027,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADI46626.1|ARO:3002739|QnrB24_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,55.752,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADI46626.1|ARO:3002739|QnrB24_mut60_1,gb|AKI82195.1|ARO:3003187|QnrB75,40.845,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEQ94272.1|ARO:3002757|QnrB42_mut15_1,gb|AKI82195.1|ARO:3003187|QnrB75,80.751,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEQ94272.1|ARO:3002757|QnrB42_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,69.626,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEQ94272.1|ARO:3002757|QnrB42_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,57.674,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABF47469.1|ARO:3002790|QnrS1_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,56.075,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABF47469.1|ARO:3002790|QnrS1_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,48.624,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABF47469.1|ARO:3002790|QnrS1_mut45_1,gb|CAQ79275.1|ARO:3004668|QnrAS,42.718,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|BAN04737.1|ARO:3002774|QnrB61_mut15_1,gb|AKO62869.1|ARO:3003189|QnrB77,81.132,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|BAN04737.1|ARO:3002774|QnrB61_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,75.829,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|BAN04737.1|ARO:3002774|QnrB61_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,52.113,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|BAN04737.1|ARO:3002774|QnrB61_mut60_1,gb|AKO62870.1|ARO:3003190|QnrB78,41.905,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGL43632.1|ARO:3002783|QnrB71_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,82.243,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AGL43632.1|ARO:3002783|QnrB71_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,66.981,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGL43632.1|ARO:3002783|QnrB71_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,52.195,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGL43632.1|ARO:3002783|QnrB71_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,41.589,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEG74319.1|ARO:3002794|QnrS5_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,58.14,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEG74319.1|ARO:3002794|QnrS5_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,52.074,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEG74319.1|ARO:3002794|QnrS5_mut45_1,gb|CAQ79275.1|ARO:3004668|QnrAS,39.806,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AEG74319.1|ARO:3002794|QnrS5_mut60_1,gb|CAQ79275.1|ARO:3004668|QnrAS,30.0,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABS30107.1|ARO:3002725|QnrB11_mut15_1,gb|EFE09657.1|ARO:3002754|QnrB39,81.776,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABS30107.1|ARO:3002725|QnrB11_mut30_1,gb|EFE09657.1|ARO:3002754|QnrB39,65.566,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABS30107.1|ARO:3002725|QnrB11_mut45_1,gb|EFE09657.1|ARO:3002754|QnrB39,51.429,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABS30107.1|ARO:3002725|QnrB11_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,36.538,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABP87778.1|ARO:3002720|QnrB6_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,89.381,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABP87778.1|ARO:3002720|QnrB6_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,72.851,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABP87778.1|ARO:3002720|QnrB6_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,59.292,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABP87778.1|ARO:3002720|QnrB6_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,40.179,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADI55014.1|ARO:3002801|QnrVC4_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,65.596,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADI55014.1|ARO:3002801|QnrVC4_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,50.917,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADI55014.1|ARO:3002801|QnrVC4_mut45_1,gb|CAQ79275.1|ARO:3004668|QnrAS,41.872,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFD54601.1|ARO:3002764|QnrB49_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,83.556,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AFD54601.1|ARO:3002764|QnrB49_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,66.814,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFD54601.1|ARO:3002764|QnrB49_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,56.881,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFD54601.1|ARO:3002764|QnrB49_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,37.557,lt_40,antibiotic target protection,antibiotic target protection,1
gb|CAA10975.1|ARO:3000194|tet(W)_mut15_1,gb|AAR29969.1|ARO:3007121|tet(O/W),81.348,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|CAA10975.1|ARO:3000194|tet(W)_mut30_1,gb|AAR29969.1|ARO:3007121|tet(O/W),68.966,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|CAA10975.1|ARO:3000194|tet(W)_mut45_1,gb|AAR29969.1|ARO:3007121|tet(O/W),55.45,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|CAA10975.1|ARO:3000194|tet(W)_mut60_1,gb|AAR29969.1|ARO:3007121|tet(O/W),39.938,lt_40,antibiotic target protection,antibiotic target protection,1
gb|CAP45902.1|ARO:3002732|QnrB17_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,85.841,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|CAP45902.1|ARO:3002732|QnrB17_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,70.222,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|CAP45902.1|ARO:3002732|QnrB17_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,53.125,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|CAP45902.1|ARO:3002732|QnrB17_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,46.154,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHY03238.1|ARO:3002789|QnrD2_mut15_1,gb|EFE09657.1|ARO:3002754|QnrB39,54.854,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHY03238.1|ARO:3002789|QnrD2_mut30_1,gb|EFE09657.1|ARO:3002754|QnrB39,43.192,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHY03238.1|ARO:3002789|QnrD2_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,37.436,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AFR46590.1|ARO:3002772|QnrB59_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,82.743,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AFR46590.1|ARO:3002772|QnrB59_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,69.027,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFR46590.1|ARO:3002772|QnrB59_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,50.667,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFR46590.1|ARO:3002772|QnrB59_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,38.073,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABC17629.1|ARO:3002716|QnrB3_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,85.841,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABC17629.1|ARO:3002716|QnrB3_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,74.779,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABC17629.1|ARO:3002716|QnrB3_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,56.637,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABC17629.1|ARO:3002716|QnrB3_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,41.553,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADM52188.1|ARO:3002743|QnrB28_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,83.645,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ADM52188.1|ARO:3002743|QnrB28_mut30_1,gb|AKO62870.1|ARO:3003190|QnrB78,67.143,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADM52188.1|ARO:3002743|QnrB28_mut45_1,gb|EFE09657.1|ARO:3002754|QnrB39,52.336,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADM52188.1|ARO:3002743|QnrB28_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,44.601,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGL43626.1|ARO:3002777|QnrB65_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,81.132,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AGL43626.1|ARO:3002777|QnrB65_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,66.822,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGL43626.1|ARO:3002777|QnrB65_mut45_1,gb|EFE09657.1|ARO:3002754|QnrB39,51.905,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGL43626.1|ARO:3002777|QnrB65_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,35.047,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAA26684.1|ARO:3002829|vgaA_mut15_1,gb|AEO25219.1|ARO:3004651|lin,37.765,lt_40,antibiotic target protection,antibiotic inactivation,0
gb|AAA26684.1|ARO:3002829|vgaA_mut30_1,gb|AEO25219.1|ARO:3004651|lin,31.008,lt_40,antibiotic target protection,antibiotic inactivation,0
gb|AAA26684.1|ARO:3002829|vgaA_mut45_1,gb|AEO25219.1|ARO:3004651|lin,26.503,lt_40,antibiotic target protection,antibiotic inactivation,0
gb|AAA26684.1|ARO:3002829|vgaA_mut60_1,gb|AKC61310.1|ARO:3007645|Cspo_cplR,23.757,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AGK90303.1|ARO:3002734|QnrB19_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,83.491,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AGK90303.1|ARO:3002734|QnrB19_mut30_1,gb|AKO62869.1|ARO:3003189|QnrB77,70.0,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AGK90303.1|ARO:3002734|QnrB19_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,52.778,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AGK90303.1|ARO:3002734|QnrB19_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,38.756,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AEL31272.1|ARO:3002756|QnrB41_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,83.628,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEL31272.1|ARO:3002756|QnrB41_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,76.106,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEL31272.1|ARO:3002756|QnrB41_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,53.704,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL31272.1|ARO:3002756|QnrB41_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,38.636,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ADW54092.1|ARO:3002761|QnrB46_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,81.416,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ADW54092.1|ARO:3002761|QnrB46_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,73.333,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ADW54092.1|ARO:3002761|QnrB46_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,55.507,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADW54092.1|ARO:3002761|QnrB46_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,40.444,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACJ24509.1|ARO:3002793|QnrS4_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,55.505,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACJ24509.1|ARO:3002793|QnrS4_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,44.175,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACJ24509.1|ARO:3002793|QnrS4_mut45_1,gb|CAQ79275.1|ARO:3004668|QnrAS,43.318,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHF20043.1|ARO:3002798|QnrS9_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,54.128,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHF20043.1|ARO:3002798|QnrS9_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,46.296,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHF20043.1|ARO:3002798|QnrS9_mut45_1,gb|CAQ79275.1|ARO:3004668|QnrAS,38.605,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AEL00450.1|ARO:3002747|QnrB32_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,85.981,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEL00450.1|ARO:3002747|QnrB32_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,70.755,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEL00450.1|ARO:3002747|QnrB32_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,53.271,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00450.1|ARO:3002747|QnrB32_mut60_1,gb|AKO62870.1|ARO:3003190|QnrB78,34.975,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ACM50952.1|ARO:3002736|QnrB21_mut15_1,gb|AKO62870.1|ARO:3003190|QnrB78,78.972,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ACM50952.1|ARO:3002736|QnrB21_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,69.484,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACM50952.1|ARO:3002736|QnrB21_mut45_1,gb|EFE09657.1|ARO:3002754|QnrB39,49.533,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AAZ04783.1|ARO:3002710|QnrA4_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,59.624,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AAZ04783.1|ARO:3002710|QnrA4_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,42.584,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AAZ04783.1|ARO:3002710|QnrA4_mut45_1,gb|CAQ79275.1|ARO:3004668|QnrAS,35.885,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAZ04783.1|ARO:3002710|QnrA4_mut60_1,gb|CAQ79275.1|ARO:3004668|QnrAS,28.169,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABW03156.3|ARO:3002721|QnrB7_mut15_1,gb|AKI82195.1|ARO:3003187|QnrB75,83.178,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABW03156.3|ARO:3002721|QnrB7_mut30_1,gb|AKO62870.1|ARO:3003190|QnrB78,71.028,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABW03156.3|ARO:3002721|QnrB7_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,50.732,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABW03156.3|ARO:3002721|QnrB7_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,39.32,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ADN94685.1|ARO:3002740|QnrB25_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,79.439,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ADN94685.1|ARO:3002740|QnrB25_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,68.692,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADN94685.1|ARO:3002740|QnrB25_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,51.185,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ADN94685.1|ARO:3002740|QnrB25_mut60_1,gb|AKO62870.1|ARO:3003190|QnrB78,43.434,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AAZ04782.1|ARO:3002709|QnrA3_mut15_1,gb|CAQ79275.1|ARO:3004668|QnrAS,57.339,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AAZ04782.1|ARO:3002709|QnrA3_mut30_1,gb|CAQ79275.1|ARO:3004668|QnrAS,50.0,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AAZ04782.1|ARO:3002709|QnrA3_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,30.0,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAZ04782.1|ARO:3002709|QnrA3_mut60_1,gb|CAQ79275.1|ARO:3004668|QnrAS,32.105,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAA20117.1|ARO:3000195|tetB(P)_mut15_1,gb|CAC41371.2|ARO:3007119|tet(O/32/O),36.559,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAA20117.1|ARO:3000195|tetB(P)_mut30_1,gb|CAC41371.2|ARO:3007119|tet(O/32/O),29.506,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAA20117.1|ARO:3000195|tetB(P)_mut45_1,gb|AAR29969.1|ARO:3007121|tet(O/W),23.734,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ACG70184.1|ARO:3002788|QnrD1_mut15_1,gb|AKO62869.1|ARO:3003189|QnrB77,55.66,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACG70184.1|ARO:3002788|QnrD1_mut30_1,gb|AKO62870.1|ARO:3003190|QnrB78,44.231,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACG70184.1|ARO:3002788|QnrD1_mut45_1,gb|EFE09657.1|ARO:3002754|QnrB39,40.212,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ACG70184.1|ARO:3002788|QnrD1_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,36.424,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AHE41343.1|ARO:3002768|QnrB55_mut15_1,gb|AKO62869.1|ARO:3003189|QnrB77,80.841,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AHE41343.1|ARO:3002768|QnrB55_mut30_1,gb|EFE09657.1|ARO:3002754|QnrB39,69.159,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHE41343.1|ARO:3002768|QnrB55_mut45_1,gb|AKO62870.1|ARO:3003190|QnrB78,55.607,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AHE41343.1|ARO:3002768|QnrB55_mut60_1,gb|AKO62870.1|ARO:3003190|QnrB78,38.679,lt_40,antibiotic target protection,antibiotic target protection,1
gb|ABX72044.1|ARO:3002728|QnrB14_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,83.111,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|ABX72044.1|ARO:3002728|QnrB14_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,66.814,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABX72044.1|ARO:3002728|QnrB14_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,59.641,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|ABX72044.1|ARO:3002728|QnrB14_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,40.708,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFY16910.1|ARO:3002775|QnrB62_mut15_1,gb|BBW41109.1|ARO:3003188|QnrB76,84.071,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AFY16910.1|ARO:3002775|QnrB62_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,67.111,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFY16910.1|ARO:3002775|QnrB62_mut45_1,gb|BBW41109.1|ARO:3003188|QnrB76,54.222,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AFY16910.1|ARO:3002775|QnrB62_mut60_1,gb|BBW41109.1|ARO:3003188|QnrB76,40.444,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00459.1|ARO:3002752|QnrB37_mut15_1,gb|EFE09657.1|ARO:3002754|QnrB39,80.095,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AEL00459.1|ARO:3002752|QnrB37_mut30_1,gb|EFE09657.1|ARO:3002754|QnrB39,68.075,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00459.1|ARO:3002752|QnrB37_mut45_1,gb|EFE09657.1|ARO:3002754|QnrB39,55.399,40_to_70,antibiotic target protection,antibiotic target protection,1
gb|AEL00459.1|ARO:3002752|QnrB37_mut60_1,gb|EFE09657.1|ARO:3002754|QnrB39,36.058,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAC32027.1|ARO:3002817|carA_mut15_1,gb|AJP12342.1|ARO:3007637|cplR,25.635,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAC32027.1|ARO:3002817|carA_mut30_1,gb|AKC61310.1|ARO:3007645|Cspo_cplR,24.289,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAC32027.1|ARO:3002817|carA_mut45_1,gb|AJP12342.1|ARO:3007637|cplR,21.995,lt_40,antibiotic target protection,antibiotic target protection,1
gb|AAC32027.1|ARO:3002817|carA_mut60_1,gb|AEO25219.1|ARO:3004651|lin,39.344,lt_40,antibiotic target protection,antibiotic inactivation,0
gb|AGL43631.1|ARO:3002782|QnrB70_mut15_1,gb|AKO62870.1|ARO:3003190|QnrB78,79.439,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AGL43631.1|ARO:3002782|QnrB70_mut30_1,gb|BBW41109.1|ARO:3003188|QnrB76,72.642,70_to_90,antibiotic target protection,antibiotic target protection,1
gb|AGL43631.1|ARO:3002782|QnrB70_mut45_1,gb|AKO62869.1|ARO:3003189|QnrB77,52.582,40_to_70,antibiotic target protection,antibiotic target protection,1
